group,duration
test,1254
test,1780
test,1585
test,897
test,1159
control,1761
test,1959
test,1533
control,1215
test,1686
control,1039
test,1429
control,1618
test,1896
test,1392
test,1355
control,938
test,1477
control,1410
control,1118
test,1346
test,1786
control,1839
control,1634
control,1391
test,1554
test,1145
control,1652
test,2397
test,776
test,1108
control,1446
control,1912
control,1077
control,1243
control,1540
test,1885
control,1317
test,1497
control,1106
test,1861
control,1570
control,1283
test,1662
test,1435
control,1241
test,1948
control,1398
test,1633
test,2178
test,1283
test,1645
test,1981
test,1721
control,1762
control,1751
control,1192
test,1264
test,1502
control,1718
control,1110
test,1721
control,1602
test,2210
test,1976
test,1122
test,1347
test,1367
test,1782
test,1644
control,1635
test,1767
control,1792
control,2129
control,1131
control,1849
test,1478
test,1773
test,1461
control,1686
test,1905
control,1692
test,1717
control,1657
test,1615
test,1825
test,1616
control,1656
control,1389
test,1521
control,1370
test,1122
control,1513
test,1586
control,1676
test,1977
control,1642
test,1623
test,1483
test,1866
control,1510
control,1844
control,1350
test,1806
control,1605
test,1362
test,1182
test,1288
control,1689
test,1450
test,1537
test,1590
control,1390
test,1595
test,1482
test,1251
test,1433
test,1771
test,1703
control,1625
test,1258
control,1540
test,1658
control,1461
control,1851
test,1223
control,1269
control,1531
control,1032
control,1414
test,1177
control,1597
test,1433
control,1795
test,1400
test,1330
test,1433
test,1142
control,1155
test,1338
test,1074
test,891
test,1781
control,1832
test,1515
test,1219
control,1368
control,1499
control,1090
test,1784
control,1563
test,1571
test,1717
control,1472
control,1586
test,1601
control,1530
test,1296
test,1513
test,1607
test,1320
test,1717
control,743
control,1197
test,2009
test,1656
control,1463
test,1740
test,1107
control,1173
test,1747
test,1238
test,1448
control,1586
control,1400
control,1973
test,1277
test,1487
control,1583
control,1276
control,1985
test,1541
control,1526
control,1191
control,1576
test,1588
control,1638
control,1400
control,1543
test,1214
test,1316
test,1539
control,1775
test,1624
control,1654
test,2005
test,1612
control,1509
control,1562
control,1597
control,1337
control,1577
test,1232
test,1248
control,1459
test,1172
control,1362
control,1185
control,1835
test,1169
test,1285
test,1258
test,1448
test,1414
test,1144
test,1301
control,1403
test,1491
test,1886
test,1701
control,1186
control,799
control,1091
test,1562
control,1521
control,1340
control,1836
control,1624
test,1515
control,1351
control,1708
control,1413
test,1309
control,1759
test,1783
control,985
control,1537
control,1410
test,1775
control,1419
test,1896
test,1572
test,1454
test,1223
control,1706
control,1808
test,1468
test,1662
test,1249
test,1627
control,1537
control,2063
test,1009
test,1762
test,1670
control,1937
test,1715
test,1484
control,1679
control,1199
test,1643
control,1814
test,1611
test,1492
control,1468
test,1055
test,1912
control,1078
test,1650
test,1268
control,924
control,1167
test,1595
control,1578
test,1685
test,1501
test,1949
test,1805
control,1386
control,1348
control,1302
control,1122
control,974
control,1632
control,1488
control,1583
test,1590
control,1468
test,1598
control,1147
test,1208
test,1222
control,1180
test,1655
test,1385
control,1374
test,1361
control,1488
test,1131
control,1283
control,1219
test,1267
test,1053
test,1899
test,1777
control,1040
test,1600
test,2166
test,1669
test,1507
test,1793
test,1278
test,1474
control,1645
test,1206
test,2390
control,2114
control,838
test,854
test,1475
control,1168
test,1630
control,1700
control,1205
control,1560
control,1525
control,1821
control,1601
test,1347
test,1677
control,1053
test,1805
test,1668
control,1383
control,970
control,1700
test,1752
test,1524
control,1587
test,1316
test,1805
control,1424
test,1859
test,1340
control,1309
control,1892
test,832
test,1562
control,1425
control,1570
test,1565
control,1616
control,1452
control,1086
control,1586
control,1239
test,1313
test,805
test,1701
control,1423
control,1712
test,1566
control,1544
test,1482
control,1465
test,1791
test,1007
test,2009
test,1729
control,982
test,1946
control,1384
control,1604
test,1342
control,1528
control,1191
test,1896
test,1731
control,961
test,1575
control,1778
control,1630
control,1606
control,1442
test,1320
test,1426
test,1766
test,1307
control,1440
test,1208
control,1693
test,1225
control,895
test,1687
test,1273
test,2086
test,1780
control,1716
control,1306
control,958
test,1325
control,1731
control,1967
control,1716
test,1620
control,1720
control,1809
test,1663
test,1725
test,970
control,1154
test,1342
test,1232
control,1660
test,1586
control,1450
test,1932
control,977
test,827
test,1530
test,1211
test,1500
control,1481
test,1166
control,1331
control,1667
test,1106
test,1011
control,1293
control,1554
test,1600
test,1262
test,1773
control,1228
control,1294
control,1623
test,1592
test,2204
control,1687
control,1760
control,1487
control,1546
control,1509
test,2066
test,1551
test,1078
test,1181
control,1596
control,1512
test,1068
control,1513
test,981
test,1837
control,1597
control,1521
test,1903
test,1217
control,2048
test,1746
control,1643
control,881
control,1531
test,1475
control,1598
control,1096
test,1859
test,1509
control,2049
control,1768
test,1245
control,1446
test,1484
control,960
test,2246
control,2106
test,1770
test,1861
test,1435
control,1675
control,1592
test,1581
control,1393
test,1757
control,1353
test,1570
test,1426
control,883
control,1493
test,1561
control,1608
test,958
test,1406
test,1979
test,1191
test,1662
test,1095
test,1804
test,1594
control,1315
test,1725
test,1047
test,1740
control,1676
control,1920
control,1782
control,1864
test,1390
test,1378
control,1593
control,1437
test,1530
test,1992
control,979
control,1562
control,860
test,1370
test,1658
test,1196
control,1411
control,1882
test,1286
test,1834
control,1473
test,1435
control,1017
control,1656
control,1490
test,1553
test,1994
control,789
control,1283
test,1480
control,1407
test,1317
control,1035
test,1408
test,1117
control,1518
control,1688
test,2012
control,1362
test,1160
test,1681
control,1423
control,1629
test,1410
test,1842
test,1171
control,1500
test,1536
control,1093
test,1621
test,2045
test,1596
control,1332
control,1528
test,1415
control,974
test,1102
test,1961
control,1350
control,1316
test,1499
control,2027
test,1619
test,1875
control,1183
control,2086
control,1250
test,1320
test,1672
control,1409
control,1916
test,1342
control,1875
test,2092
test,1699
test,1584
control,1165
control,1110
test,2054
test,1952
test,1232
control,1765
test,1820
test,1522
test,1001
control,1470
control,1698
test,1444
test,1281
test,1609
test,972
control,1187
control,1224
control,1750
test,1924
test,1564
control,1630
control,1866
control,1468
control,2061
test,1325
control,1297
control,2061
test,1361
test,1268
test,1522
control,1708
test,1733
test,940
control,1603
test,1102
test,861
control,1790
control,1448
test,1171
control,2091
control,1165
test,1304
test,1218
test,1524
control,1192
control,1487
test,1391
test,1909
control,1366
test,1626
test,1504
test,1231
test,2159
control,1129
test,956
control,1307
control,934
test,1696
test,1742
test,1377
control,1449
test,1519
control,1105
control,1730
control,2058
test,1255
control,1565
control,1202
test,1302
control,1203
control,1726
control,1432
control,1265
control,836
test,1352
control,2009
control,1560
control,1334
test,1490
control,1815
control,1598
test,1871
test,2068
control,1376
test,1725
control,1790
test,1142
test,1456
control,1447
test,1418
control,1524
control,1232
test,1079
control,1278
test,1135
test,1108
test,1602
test,999
control,1362
control,1228
control,1820
test,979
test,1345
test,1885
test,1637
test,2129
test,1400
control,1252
test,1253
control,1390
test,1651
test,1141
test,1406
control,1765
test,1423
control,1662
control,1233
test,1574
test,1486
control,1723
test,1176
control,1436
control,2277
control,1494
control,1688
test,1365
test,1283
control,1550
control,1138
control,1753
test,1705
test,1966
test,1831
test,1451
control,1376
control,1778
test,1366
control,1298
test,1834
test,848
test,1221
control,1556
test,1164
control,1568
control,985
test,1481
control,1653
test,1284
test,1510
control,1141
test,1352
test,2025
control,1120
test,1630
control,1111
test,1002
test,1946
control,1388
control,1530
control,1960
test,2171
test,1352
test,1778
test,1646
test,1248
test,1459
control,2003
test,1361
control,1481
test,1765
control,1940
control,1741
control,941
test,1609
test,1401
test,1521
control,1271
control,1674
control,1005
control,1781
control,1708
control,816
test,1488
control,1488
control,1969
control,1369
test,1752
control,1720
test,1879
control,1403
control,1126
control,1272
control,1688
test,1914
control,1528
control,1154
control,1338
test,1523
test,1267
control,906
control,1334
control,1385
test,1020
test,1917
control,1236
test,1229
test,1885
control,1903
control,1263
test,803
test,1693
control,1444
control,1597
control,1279
control,1503
control,1429
control,1324
test,1402
test,1612
control,1255
test,1674
control,1908
control,1317
control,1311
control,1536
control,2017
control,1146
test,1600
test,1393
control,1380
test,1173
control,1080
control,1637
control,1887
control,1300
test,1185
test,1071
control,1235
test,1549
test,876
control,1221
control,1446
test,2034
control,1349
test,1096
test,1709
control,1860
test,1057
test,1814
control,1312
test,1794
control,2069
test,1823
test,1592
test,1276
control,1573
test,1591
control,1363
control,1582
control,1653
control,1502
control,1476
test,1153
test,1430
test,1945
test,1635
test,2054
test,1408
test,1031
control,1176
test,1085
control,1807
test,1541
test,1464
control,1393
control,1382
test,2084
test,1623
test,1392
control,962
control,1267
control,1219
test,1391
control,1919
control,1665
test,1617
test,1803
control,1509
test,1633
test,1426
control,1083
control,1738
test,1470
test,1472
test,1199
test,1622
test,1988
control,1203
test,2091
test,1964
test,1575
test,1398
test,1709
test,1812
test,1659
test,998
control,1392
test,1551
test,1497
control,2040
test,1574
test,1118
control,1159
control,1399
test,1620
control,776
control,1819
control,1517
test,2089
test,1434
test,1460
test,2119
control,1010
test,1716
control,1894
control,1409
control,1701
test,1495
test,1097
control,1969
control,1323
test,1410
control,1349
test,1376
test,1342
test,1699
control,1869
control,747
control,1557
control,1343
test,1331
test,1187
control,1431
test,1330
test,1434
test,1822
test,1745
test,1831
test,1340
test,1250
test,2144
control,1448
test,1510
control,2010
test,1325
control,1298
control,1595
control,1850
test,1503
test,955
control,1783
test,1632
test,1735
control,1876
control,1013
control,1319
control,1851
control,1257
test,1975
test,1278
test,2224
test,1676
control,1078
control,1551
test,1282
test,1233
test,1377
control,1489
control,1834
test,1602
test,1829
test,1316
test,1551
control,1142
test,1402
control,1852
control,1318
test,1521
control,1244
test,1417
test,1667
control,1941
test,1227
control,1648
test,1236
test,1968
control,1891
test,1289
control,1434
control,875
test,1655
test,1537
test,1421
control,1406
test,1479
test,1174
test,1415
test,1965
test,1769
control,1733
test,1896
control,1406
test,1733
control,1446
control,1363
control,1206
control,1264
control,1988
test,1485
test,1538
test,1751
control,1451
test,1711
control,1542
control,1114
control,1662
control,1390
test,2047
test,1213
control,792
test,1786
control,1913
test,988
control,1814
test,1789
test,1579
control,1333
test,1287
test,1561
test,1496
test,1675
test,1442
control,1694
test,1742
test,1248
control,2130
control,1822
control,1895
test,1533
test,1263
test,1707
test,2084
control,1014
control,1952
test,1934
control,1757
control,1284
control,1398
test,1303
test,1760
control,1595
test,1467
control,2037
control,791
control,2096
test,1624
test,1501
control,1893
control,1461
test,1266
control,1495
test,1820
test,1629
control,1214
control,1627
control,1836
test,1183
test,1653
test,998
control,1941
test,1192
test,1251
test,1777
control,1628
test,1758
control,1967
control,1429
control,1747
control,1899
control,1323
test,1335
test,1286
control,1353
control,1609
control,1567
control,853
test,1080
test,1928
control,2232
control,1260
test,1588
test,1160
control,1613
test,1574
test,1198
control,1563
control,1306
control,1481
test,2375
test,1274
test,2211
control,2032
control,2131
test,1383
control,1839
control,1142
control,1450
test,1476
test,1272
control,1565
control,1573
test,1415
control,1347
control,1262
control,1282
test,1973
test,1467
test,1253
control,1296
test,1476
control,1995
test,1664
control,1478
control,1772
control,1037
test,1539
control,1180
test,1148
test,1899
control,1232
test,1872
test,1376
control,1355
control,1526
test,1705
control,1552
